box,slot,mouse_num,organ,stain,patho assigned?,definitive,NED <150 d,TNP,notes,Category 1,Category 2,aod,has_scan,scan box,sb slot,cassette position,confirm can/should scan,not scanned reason,renamed,resultant geno,exclude,coh,gnotes.2,tumor1 ,t1 size (mm2),Annotated mrxs?,grouping 2,tumor2,t2 size (mm2),grouping,Sheri Notes,gnotes.1,1st note date (G),2nd note,note,box_label,blue,cyan,yellow,orange,green,black,pink,send for RNA?,hypercellular,necrosis,Pseudopalisading quality,PPN,glomeruloid mvp,whorls,high N/C,marked pleomorphism,pleomorphic/myxoid,Super high MF,Elevated MF,abnormal mitoses,rosenthall-ish fibers,strong rosettes,weak rosettes,entrapped neurons,diffuse HC,foamy cytoplams,giant cells,fibrillary appearance,B-type,lipo accumulation,hylenized,pomegranate/structural,adenoid,lymphocyte infiltration,ned,Grade (H/L),location
NFG16,51,26139,T,HE,,x?,,1,unsure if unique histology is due to delayed fixation. May need to exclude from hist. analysis - other than the fact that it had a tumor. Appears if may be near tongue tissue,,,92,Y,SB05,37,,,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,63,,Likely grade 2,9/20,,,NF-1 N-TVA original H&E 25085-26280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG06,044,26140,B,HE,1,1,,,,1.2.NOS,,149,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"Tumor outside brain, high grade with pilocytic features. Granules/rosenthall fibers, very hypercellular. Elevated MGs with abnotmal mitoses. Some giant cells with no obvious nuclei. Mild pleomorphism. Inside brain, B-type location with pseudo-rosettes. Addittional area of unique appearance (see -03), with hyperchromic cells in rosettes.  ",2.02,20,large tumor inside? brain. ,,,,90,,Grade 2,9/20,,,"nf1 non-gliomas ntva h&e, ki67, perk, unstained",1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG06,045,26140,B,KI67,,1,,,,,,149,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,Elevated index in B-type areas. Highly elevated in tumor outside brain. ,,,,,,,,,Elevated index,9/20,,,"nf1 non-gliomas ntva h&e, ki67, perk, unstained",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG06,046,26140,B,PERK,,1,,,,,,149,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"Mildly elevated index in some areas of tumor. Mostly no elevated index inside brain, other than a few cells in B-type areas. ",,,,,,,,,NA,9/20,,,"nf1 non-gliomas ntva h&e, ki67, perk, unstained",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,086,26141,B,HE,,0,,,,4.2.D or 3.2-3? Small ,,101,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"Large areas of ""lipo"" accumulations similar to other samples. Diffusely hypercellular. Diffusely hypercllular wtih neuron entrapping and pseuodrosettes. Additional tumor areas outside brain with hypercrhomic nuceli. ",,,,,,,70,,Grade 2,9/20,,,NF-1 N-TVA original H&E 25085-26280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,087,26142,B,HE,,1,,,,3.2,,86,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"B-type with diffuse hypercellular, neuron entrapping and rosettes. Plus lipo areas.  ",,,,,,,56,,Grade 2,9/20,,,NF-1 N-TVA original H&E 25085-26280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,082,26143,B,HE,1,1,,,,3.3,,141,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,High grade with elevated MFs inside brain. Very hypercellular throughout brain with obviously neoplastic cells. Myxoid quality with MVPs. GBM features. Areas of necrosis. Additional areas with lipo quality. ,2.05,18,good sample for interanl brain tumor. ,,,,88,,Grade 3,9/20,,,nf1 glioma serial H&E unstained + pten,3,1,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,100,26143,B,PTEN,,1,,,,,,141,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,Many areas of infiltrating pten ko cells in brain.,,,,,,,,,NA,9/20,,,nf1 glioma serial H&E unstained + pten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,039,26274,B,HE,,1,,,,2.4.NOS,,94,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"diffusely hypercellular with evidence of tumor outside brain, and anvasion into brain.  Areas of neuron entrapment and loosely formed pseudorosettes. Area outside brain with giant cells and rosenthall fiber appearance. Additional areas of lipo accumulation. ",dif,,could be good if need diffuse sample,,,,65,,Grade 2,9/21,,,Nf1 Glioma Spinal Cord Tumors,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,055,26274,T1,GFAP,,1,,,,,,94,Y,SB07,22,11,1,,,nf1 KO; pten KO; ink KO; atrx wt,,2,Not sure what I'm looking for here. Took images. ,,,,,,,,,NA,9/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,053,26274,T1,HE,,1,,,,,,94,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"Hypercellular, high-grade tumor with GBM features. Marked NPs, elevated MFs including abnormal mitoses. Necrotic areas. areas with squggly cells and processes.",2.01,18,"could profile, but a bit difficult to see exactly where tumor was in relation to brain. ",,,,,,NA,9/21,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,037,26274,T1,KI67,,1,,,,,,94,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,Markedly elevated index in majority of tumor area. Diffuse staining in cytoplasm of cells with bloated stroma. ,,,,,,,,,NA,9/21,,,Nf1 Glioma Spinal Cord Tumors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,054,26274,T1,OLIG2,,1,,,,,,94,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,038,26274,T1,PERK,,1,,,,,,94,Y,SB07,23,12,1,,,nf1 KO; pten KO; ink KO; atrx wt,,2,elevated perk staining in ~60% of tumor cells. Best example of elevated perk staining I have seen this far. ,,,,,,,,,NA,9/21,,,Nf1 Glioma Spinal Cord Tumors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,040,26274,T1,PTEN,,1,,,,,,94,2S,SB07,37,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"pten negative cells in much of tuor area, though elongated cells and other non-uniform appearing cells are positive for pten. ",,,,,,,,,NA,9/21,,,Nf1 Glioma Spinal Cord Tumors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG16,004,26274,T1,S100B,,1,,,,,,94,2S,SB07,28,5,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/21,,,Holmen S100 tissue samples 12 slides+1 negative control; 6/22/22 Nf1 glioma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,056,26274,T1,SYNAP,,1,,,,,,94,2S,SB07,26,3,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,088,26275,B,HE,,0,1,,,NED?,microcyst,73,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,Necrotic area. Small b-type area. ,,,,,,,29,,Missing-needs grade,9/21,,,NF-1 N-TVA original H&E 25085-26280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,089,26276,B,HE,,0,,,,3.2? check T slide,interesting-looking tumor (x76-11 snap). Have patho look as swirls. ,85,2S,SB07,50,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,Area with high N/c ratio and aggregates/rosettes. Infiltrations. Some egg-like appearing cells. Area with whorls.,,,,,,,55,,Probable grade 2,9/21,,,NF-1 N-TVA original H&E 25085-26280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,052,26276,T1,GFAP,,0,,,,,,85,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,050,26276,T1,HE,,0,,,,,,85,2S,SB08,6,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,"High HC. HZ. Grade 3, elevated MF",9/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,034,26276,T1,KI67,,0,,,,,,85,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/21,,,Nf1 Glioma Spinal Cord Tumors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,051,26276,T1,OLIG2,,0,,,,,,85,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,033,26276,T1,PERK,,0,,,,,,85,2S,SB07,42,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/21,,,Nf1 Glioma Spinal Cord Tumors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,035,26276,T1,PTEN,,0,,,,,,85,2S,SB07,34,11,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/21,,,Nf1 Glioma Spinal Cord Tumors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG16,006,26276,T1,S100B,,0,,,,,,85,2S,SB07,29,6,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,skipped,,,,,,,,,NA,9/21,,,Holmen S100 tissue samples 12 slides+1 negative control; 6/22/22 Nf1 glioma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,036,26276,T1,SYNAP,,0,,,,,,85,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/21,,,Nf1 Glioma Spinal Cord Tumors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,090,26277,B,HE,,0,,,,3.1,,73,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,B-types.,,,,,,,28,,Possible NED,9/21,,,NF-1 N-TVA original H&E 25085-26280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG14,091,26278,B,HE,,0,,,,3.2 plus Possibly PA-like areas?,,61,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"B-type, small rosettes. Nec., Entrapped neurons. ",,,,,,,7,,Grade 2,9/21,,,NF-1 N-TVA original H&E 25085-26280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,055,26279,B,HE,,0,,,,3.1/2,,51,2S,SB08,1,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"Smalll rosettes, aggregates of glial cells/entrapped neurons. Mulitple b-type areas. ",,,,,,,3,,Grade 2,9/21,,,NF1 Glioma Extracranial Tumors #2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,049,26279,T1,GFAP,,0,,,,,,51,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,048,26279,T1,HE,,0,,,,check tumor slide. ,,51,2S,SB08,7,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,"Grade 4, highly elevated MF",9/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,056,26279,T1,KI67,,0,,,,,,51,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/21,,,NF1 Glioma Extracranial Tumors #2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,057,26279,T1,OLIG2,,0,,,,,,51,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/21,,,NF1 Glioma Extracranial Tumors #2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,054,26279,T1,PERK,,0,,,,,,51,2S,SB07,43,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/21,,,NF1 Glioma Extracranial Tumors #2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG16,007,26279,T1,S100B,,0,,,,,,51,2S,SB07,30,7,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/21,,,Holmen S100 tissue samples 12 slides+1 negative control; 6/22/22 Nf1 glioma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,053,26279,T1,SYNAP,,0,,,,,,51,2S,SB07,27,4,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/21,,,NF1 Glioma Extracranial Tumors #2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,079,26280,B,HE,,0,1,,,NED?,,73,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,Small rosettes/entrapped neurons. Hypercellular. ,dif,,diffuse with no obvious primary. Could be good to send for diffuse-type,,,,27,,Grade 2,9/21,,,Misc Slides,,2,,,1,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,080,26280,B,KI67,,0,,,,,,73,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/21,,,Misc Slides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,023,26280,B,PTEN,,0,,,,,,73,2S,SB07,38,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/21,,,NF1 Glioma Intracranial Tumors/Possible OPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,024,26281,B,HE,,1,,,,3.4.LMG,,85,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"tumor outside brain, with blood accumulation. Cells in aggregations. Also B-type area. Plus areas of lipo. Some weakly formed cell aggregations.  ",2.05-b,1,,,,,54,,Grade 3,9/21,,,NF1 Glioma Intracranial Tumors/Possible OPG,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,025,26281,B,KI67,,1,,,,,,85,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"High elevated in tumor, and B-type area. ",,,,,,,,,elevated index,9/21,,,NF1 Glioma Intracranial Tumors/Possible OPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,026,26281,B,PERK,,1,,,,,,85,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"Elevated perk in tumor, only some elevated in B-type area. ",,,,,,,,,NA,9/21,,,NF1 Glioma Intracranial Tumors/Possible OPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG04,053,26282,B,HE,,0,,,,,,82,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,Diffusely hypercellular. Pseudorosettes and neural entrapment. ,,,,,,,51,,Grade 2,9/21,,,Nf1 N-tva original H&E 26281-26311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,048,28200,B,HE,1,1,,,,1.4.NOS,,108,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,Entrapped neurons. Diffusely hypercellular. Maybe type B lesions? Lipo accumulations throughout brain. 2 areas of pseudorosettes. Plus large tumor outside brain. ,dif,,diffuse/ned,,,,75,,? probable Grade 2,9/21,,,NF1 Glioma Extracranial Tumors #2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,047,28200,T1,GFAP,,1,,,,,,108,Y,SB06,23,6,1,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/21,,,NF1 Glioma Extracranial Tumors #2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,016,28200,T1,HE,,1,,,,,,108,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"Large, hypercellular area. Elongated, squiggly and hyperchromic cells. Presence of giant cells. Whorls. High elevated MFs with irregular mitoses. ",2.02,15,"massive tumor, need brain slide to ascertain position",,,,,,? probable grade 4. High elevated MF,9/21,,,NF1 Glioma Intracranial Tumors/Possible OPG,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,018,28200,T1,KI67,,1,,,,,,108,Y,SB06,34,6,1,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,high areas of index. ,,,,,,,,,NA,9/21,,,NF1 Glioma Intracranial Tumors/Possible OPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,015,28200,T1,OLIG2,,1,,,,,,108,Y,SB06,32,4,1,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,no obvious areas of positivity. ,,,,,,,,,NA,9/21,,,NF1 Glioma Intracranial Tumors/Possible OPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,017,28200,T1,PERK,,1,,,,,,108,Y,SB06,33,5,1,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,no obvious areas of positive. Maybe soem diffuse postivity .Could also be a poor slide prep. ,,,,,,,,,NA,9/21,,,NF1 Glioma Intracranial Tumors/Possible OPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,019,28200,T1,PTEN,,1,,,,,,108,Y,SB06,35,7,1,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,strong infiltration of pten negative in tumor. surrounding some positive stainings. ,,,,,,,,,NA,9/21,,,NF1 Glioma Intracranial Tumors/Possible OPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG16,003,28200,T1,S100B,,1,,,,,,108,Y,SB06,44,4,1,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/21,,,Holmen S100 tissue samples 12 slides+1 negative control; 6/22/22 Nf1 glioma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,028,28200,T1,SYNAP,,1,,,,,,108,Y,SB06,36,8,1,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/21,,,NF1 Glioma Intracranial Tumors/Possible OPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,084,28202,B,GFAP,,0,,,,,,74,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/21,,,Misc Slides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,083,28202,B,HE,,0,,,,4.2.D,,74,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,"Infiltration, neural entrapments. Weakly formed rosettes. Several large areas with high-grade appearing, and myxoid qualities. Necrosis, and B-type areas.   Whorls",2.01,7,*plus t1 slide,,2.05,10,30,"Tumor growing outside the brain, high grade. FD?","NP, HC, Necrosis. Likely GB, grade 4. ?",9/21,,,Misc Slides,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG06,067,28202,B,KI67,,0,,,,,,74,2S,SB07,45,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/21,,,nf1 ntva attempt at s100 and ki67 (did not work),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,010,28202,B,OLIG2,,0,,,,,,74,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/21,,,NF1 Glioma Intracranial Tumors/Possible OPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,020,28202,B,SYNAP,,0,,,,,,74,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/21,,,NF1 Glioma Intracranial Tumors/Possible OPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG13,053,28202,LI,HE,,0,,,,,,74,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/21,,,NF1 Glioma L/Li Slides 5/9/22 RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG13,049,28202,LU,HE,,0,,,,,,74,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/21,,,NF1 Glioma L/Li Slides 5/9/22 RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,022,28202,T1,GFAP,,0,,,,,,74,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/21,,,NF1 Glioma Intracranial Tumors/Possible OPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,081,28202,T1,HE,,0,,,,"2.4.NOS, or May be unique tumor type?",,74,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,"Marked NP, grade 4",9/21,,,Misc Slides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,082,28202,T1,KI67,,0,,,,,,74,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/21,,,Misc Slides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,014,28202,T1,OLIG2,,0,,,,,,74,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/21,,,NF1 Glioma Intracranial Tumors/Possible OPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,011,28202,T1,PERK,,0,,,,,,74,2S,SB07,44,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/21,,,NF1 Glioma Intracranial Tumors/Possible OPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,013,28202,T1,PTEN,,0,,,,,,74,2S,SB07,35,12,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/21,,,NF1 Glioma Intracranial Tumors/Possible OPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG16,010,28202,T1,S100B,,0,,,,,,74,2S,SB07,31,8,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/21,,,Holmen S100 tissue samples 12 slides+1 negative control; 6/22/22 Nf1 glioma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG02,021,28202,T1,SYNAP,,0,,,,,,74,Y,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/21,,,NF1 Glioma Intracranial Tumors/Possible OPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,094,28203,B,HE,,0,1,,,NED in brain?,,81,Y,SB06,50,1,1,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,"Diffusely hypercellular, lipo areas. B-type area.  Pseudorosettes and entrapped neurons",,,,,,,44,"NED, also looked at ki67",?,9/26,,,Nf1 glioma extracranial tumors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG06,077,28203,B,KI67,,1,,,,pos,,81,Y,SB06,42,2,1,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,mildly elevated index with small lesions. ,9/26,,,nf1 ntva attempt at s100 and ki67 (did not work),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,087,28203,B,PERK,,1,,,,,,81,Y,SB06,26,9,1,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/26,,,Nf1 glioma brains from mice with other tumors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG13,057,28203,LU,HE,,1,,,,possible spindle-cell lesion,,81,Y,SB06,46,6,1,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/26,,,NF1 Glioma L/Li Slides 5/9/22 RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,073,28203,T1,GFAP,,1,,,,,,81,Y,SB06,24,7,1,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/26,,,Misc Slides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,090,28203,T1,HE,,1,,,,2.4.NOS,,81,Y,SB06,49,9,1,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,"HC, Calc, NP, Scattered MF. Fibrillary features? Unsure how to grade. ",9/26,,,Nf1 glioma extracranial tumors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,092,28203,T1,KI67,,1,1,,,neg,,81,Y,SB06,28,11,1,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,elevated index,9/26,,,Nf1 glioma extracranial tumors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,097,28203,T1,OLIG2,,1,,,,,,81,Y,SB06,31,3,1,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/26,,,Nf1 glioma extracranial tumors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,091,28203,T1,PERK,,1,,,,,,81,Y,SB06,27,10,1,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/26,,,Nf1 glioma extracranial tumors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,093,28203,T1,PTEN,,1,,,,,,81,Y,SB06,30,2,1,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/26,,,Nf1 glioma extracranial tumors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG16,002,28203,T1,S100B,,1,,,,,,81,Y,SB06,43,3,1,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/26,,,Holmen S100 tissue samples 12 slides+1 negative control; 6/22/22 Nf1 glioma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,075,28203,T1,SYNAP,,1,,,,,,81,Y,SB06,25,8,1,,Y,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,NA,9/26,,,Misc Slides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,076,28204,B,HE,,0,,,,3.1/2?,,81,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,B-types with n/c. Some g-type with giant cells in. Sma;; infiltrations.. ,,,,,,,43,,Probable grade 2. ?,9/26,,,Misc Slides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFG01,078,28204,B,KI67,,0,,,,,,81,,,,,,,,nf1 KO; pten KO; ink KO; atrx wt,,2,,,,,,,,,,"slightly elevated, likely grade 3. ",9/26,,,Misc Slides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
